Date,Year,Type,Country,Area,Location,Activity,Sex ,Injury,Fatal (Y/N),Species ,Age_clean
1968-04-07,1968.0,Provoked,AUSTRALIA,New South Wales,Stockton Bight,Surfing,M,Foot lacerated Recorded as PROVOKED INCIDENT,N,BLUE WHALER (GALEOLAMNA),47.0
1968-02-01,1968.0,Unprovoked,MOZAMBIQUE,Unknow,Unknow,Diving,M,No injury,N,UNKNOW,24.0
1967-12-30,1967.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Surfing,M,Right ankle & foot bitten,N,1.5 M TO 1.8 M [5' TO 6'] SHARK,22.0
1966-08-16,1966.0,Unprovoked,CROATIA,Primorje-Gorski Kotar County,Bakar,Swimming,M,FATAL,Y,WHITE SHARK,33.0
1966-07-17,1966.0,Unprovoked,TAIWAN,Northern Taiwan,Tamsui Beach,Swimming,M,"FATAL, left leg severed",Y,UNKNOW,20.0
1966-01-15,1966.0,Unprovoked,AUSTRALIA,New South Wales,Bellambi,Spearfishing,M,Buttocks bitten,N,"WOBBEGONG SHARK, 5'",30.0
1965-10-21,1965.0,Unprovoked,Unknow,Unknow,Florida Strait,The boat Caribou II sank,M,Survived,N,UNKNOW,39.0
1965-04-10,1965.0,Unprovoked,USA,Florida,American Shoals off Key West,Spearfishing,M,Left hand severely lacerated,N,"WHITE SHARK, 10' TO 12'",28.0
1964-09-20,1964.0,Unprovoked,TAIWAN,Northern Taiwan,"Tamsui Beach, Taipai",Swimming,M,FATAL,Y,UNKNOW,32.0
1964-02-01,1964.0,Unprovoked,USA,Florida,Palm Beach County,Floating,M,No injury,N,HAMMERHEAD SHARK,12.0
1964-01-18,1964.0,Unprovoked,AUSTRALIA,Western Australia,Hamelin Bay,Freediving,M,Arm lacerated,N,WOBBEGONG,28.0
1962-03-25,1962.0,Provoked,NEW ZEALAND,"Off the Coromandel Peninsula, North Island",Alderman Islands,Surfing,M,Left foot bitten by hooked shark PROVOKED INCIDENT,N,1.8 M [6'] SHARK,28.0
1961-10-09,1961.0,Invalid,USA,Florida,"Ocean Ridge, Boca Raton, Palm Beach County",Swimming,M,"Skeletonized, but shark involvement may have occurred after death.",UNKNOWN,SHARK INVOLVEMENT PRIOR TO DEATH WAS NOT CONFIRMED,45.0
1961-07-29,1961.0,Provoked,USA,New York,Whitewood Point on Lloyd Neck in Oyster Bay,Spearfishing,M,Puncture wound on right shin & fingers lacerated by speared shark PROVOKED INCIDENT,N,43 SHARK,57.0
1961-04-16,1961.0,Provoked,AUSTRALIA,New South Wales,Otford,Spearfishing,M,Speared shark bit his foot  PROVOKED INCIDENT,N,"WOBBEGONG SHARK, O. BARBATUS,  1.8 M [6'], IDENTIFIED BY G.P. WHITLEY",21.0
1961-03-09,1961.0,Unprovoked,NORTH PACIFIC OCEAN,Wake Island (EnenKio),"Leeward side of island, directly in back of Mid-Pac barrel storage area",Free diving,M,Right elbow bitten,N,"GREY REEF SHARK, 1.8 M [6'] GREY REEF SHARK, IDENTIFIED BY DR. L.P. L. SCHULTZ BASED ON PHOTOGRAPHS; IDENTIFIED AS C. MELANOPTERUS BY STEWART",33.0
1960-09-01,1960.0,Invalid,MARSHALL ISLANDS,Eniwetok Atoll,Parry Island,Free diving / Spearfishing,M,"No injury, shark made a threat display",UNKNOWN,INVALID,28.0
1959-08-14,1959.0,Sea Disaster,PHILIPPINES,Queaon,Between Unisan & Angadanan Islands,Fishing boat capsized,M,"10 of the 15 people perished, bodies of some who drowned  were scavenged by sharks",Y,UNKNOW,28.0
1959-05-03,1959.0,Unprovoked,USA,Florida,"Panama City, Bay County",Spearfishing,M,Lacerated hip & hands,N,"TIGER SHARK, 3.7 M [12']",19.0
1958-10-12,1958.0,Unprovoked,USA,California,"Coronado Strand, San Diego County",Swimming near jetty,M,"Left arm, hips & leg lacerated",N,UNKNOW,15.0
1957-11-08,1957.0,Sea Disaster,PACIFIC OCEAN,"1,000 miles east of Hawaii",Unknow,Air/Sea Disaster Pan-American Airlines Stratocruiser with 44 people onboard crashed into the sea,M,Navy personnel recovered 19 shark-scavenged bodies,N,UNKNOW,28.0
1956-08-01,1956.0,Unprovoked,PAPUA NEW GUINEA,Central Province,"Fisherman's Island, near Port Moresby",Fishing,M,Leg & foot lacerated,N,2.3 M [7'] SHARK,28.0
1955-04-01,1955.0,Unprovoked,USA,Hawaii,"Hilo, Hawai'i","Fishing from boat, Kaimamla",M,Hand bitten,N,UNKNOW,28.0
1955-01-01,1955.0,Unprovoked,PAPUA NEW GUINEA,New Ireland,Lavongai,Surfing,M,Back bitten,N,UNKNOW,28.0
1954-12-09,1954.0,Unprovoked,PAPUA NEW GUINEA,Central Province,"Kila Beach, Port Moresby",Swimming near canoe,M,"FATAL, abdomen & thigh bitten",Y,UNKNOW,28.0
1953-01-01,1953.0,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Standing,F,Leg lacerated thigh to ankle,N,UNKNOW,28.0
1952-12-03,1952.0,Unprovoked,USA,Hawaii,"Maile Beach, O'ahu",Swimming from fishing boat setting nets,M,"FATAL, left arm severed below the elbow",Y,>6.7 M [22']  SHARK,40.0
1950-08-06,1950.0,Provoked,EL SALVADOR,La Libertad,50 miles off Port La Libertad,Jerked overboard while pole fishing for tuna,M,Left thigh bitten by hooked shark PROVOKED INCIDENT,N,"1,100-LB SHARK",27.0
1950-05-24,1950.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Port Edward,Treading water,M,Left foot bitten,N,UNKNOW,27.0
1950-01-01,1950.0,Watercraft,AUSTRALIA,Tasmania,Triabunna,Sitting on side of dinghy mending a net,M,"No injury to occupant, shark bit side of dinghy",N,"WHITE SHARK, 3.6 M,  420 KG MALE",28.0
1950-01-01,1950.0,Unprovoked,SRI LANKA,Southern Province,Dodnduwa,Spearfishing,M,"No injury, but shark damaged one of his swim fins",N,WHTIETIP REEF SHARK,28.0
1949-04-13,1949.0,Unprovoked,MEXICO,Tamaulipas,"Miramar Beach, Tampico",Bathing,M,"U.S. destroyer John W. Weeks, 6 miles offshore, demonstrating guns & bombs for Mexican officials was thought to have driven the shark into the shallows where it bit the bather before other bathers drove it away with sticks & clubs.",N,UNKNOW,28.0
1947-12-21,1947.0,Unprovoked,AUSTRALIA,New South Wales,"Watson Taylor's Lake, 25 miles south of Port Macquarie",Fishing,M,Leg gashed,N,GREY NURSE SHARK,9.0
1947-11-14,1947.0,Unprovoked,AUSTRALIA,New South Wales,"Knobby's Beach, Newcastle",Fishing from surf ski,M,"No injury, ski bumped",N,UNKNOW,16.0
1946-12-28,1946.0,Unprovoked,AUSTRALIA,South Australia,Glenelg,Swimming near jetty with 2' piece of wood,M,"Forearm & fingers lacerated, teethmarks on wood",N,UNKNOW,23.0
1946-07-18,1946.0,Unprovoked,IRAN,Khuzestan Province,"Dorquain, on the Karun River","Fishing, probably with a net",M,Radius & ulna bared,N,UNKNOW,12.0
1945-07-30,1945.0,Sea Disaster,PHILIPPINES,In transit between Tinian and Leyte,200 miles Leyte,American cruiser Indianapolis torpedoed & sunk by the Japanese submarine I-58,M,"About 300  crew perished during the sinking, the remainder abandoned ship. Many who survived the loss of the ship were taken by sharks. In all, only 316 of her crew of 1,196 survived.",Y,UNKNOW,28.0
1945-03-06,1945.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Scottburgh,Walking,M,"Right leg bitten knee to foot, surgically amputated",N,THOUGHT TO INVOLVE A ZAMBESI SHARK,37.0
1944-11-01,1944.0,Invalid,AUSTRALIA,Queensland,Maroochydore Beach,Swimming,M,Probable drowning & scavenging,UNKNOWN,UNKNOW,28.0
1944-01-16,1944.0,Watercraft,AUSTRALIA,Western Australia,"Cottesloe, Perth",Fishing,M,"No injury, shark took day's catch & struck boat",N,14' SHARK,28.0
1943-01-01,1943.0,Unprovoked,IRAQ,Unknow,River Tigris,Swimming,M,"Right arm severed, left foot bitten",N,UNKNOW,22.0
1942-09-12,1942.0,Unprovoked,AUSTRALIA,Queensland,"Trinity Beach, 17 km northwast of Cairns",Treading water,M,"Right foot severed & calf removed, leg  surgically amputated below the knee",N,"TIGER SHARK, 2.4 M TO 3 M [8' TO 10']",24.0
1942-07-06,1942.0,Provoked,ITALY,Liguria,Savona,Sculling,M,"After he hit the shark with an oar, the shark bit the oar and overturned the boat  PROVOKED INCIDENT",N,PORBEAGLE SHARK,20.0
1942-04-05,1942.0,Invalid,INDIAN OCEAN,West of Ceylon (Sri  Lanka),300 nm from shore,H.M.S. Cornwall & H.M.S.Dorsetshire sunk by Japanese dive bombers. Officers & men in the water formed a circle with 60 of their dead in the center for 36 hours,M,Sharks were numerous & took corpses but made no attempts to harm the survivors.,UNKNOWN,INVALID,28.0
1941-06-01,1941.0,Sea Disaster,PACIFIC OCEAN,Off coast of Ecuador,Between Esmeraldas & Salinas,"Ditched aircraft, 3 men in the water. Swam for 31 hours",M,"1 man survived & was rescued, sharks took the corpses of the two men that perished",Y,UNKNOW,28.0
1939-01-01,1939.0,Unprovoked,PAPUA NEW GUINEA,"Abau Sub District, Central Province",Aroma Passage,Swimming to anchored boat,M,"Fatal, lower abdomen bitten",Y,UNKNOW,28.0
1938-08-18,1938.0,Provoked,USA,California,"Near Encino, Los Angeles County",Fishing,M,Lacerations to hand by hooked shark PROVOKED INCIDENT,N,UNKNOW,28.0
1938-07-17,1938.0,Provoked,USA,California,"Dana Point, Orange County","Fishing, removing gaff from shark's mouth",M,Leg bitten by gaffed shark PROVOKED INCIDENT,N,UNKNOW,27.0
1938-07-12,1938.0,Unprovoked,AUSTRALIA,Torres Strait,Off Bathurst Island,"Hardhat diving from Japanese pearling lugger, Reiyo Maru",M,"FATAL, dragged out of diving helmet",Y,UNKNOW,25.0
1938-05-26,1938.0,Unprovoked,COSTA RICA,Nicoya Peninsula,Unknow,Fishing,M,"FATAL, pulled overboard by tuna, & bitten by shark",Y,UNKNOW,28.0
1936-12-30,1936.0,Unprovoked,USA,Hawaii,"Honokohau, Maui","Diving, attempting to retrieve body of drowning victim wedged between rocks",M,Thigh lacerated,N,6 M [20']  SHARK,28.0
1936-02-20,1936.0,Unprovoked,AUSTRALIA,Queensland,Brisbane River,Sculling,M,"No injury, scull sank",N,10' SHARK,28.0
1935-11-13,1935.0,Unprovoked,AUSTRALIA,Torres Strait,Barrier Reef near Innisfail,Diving?,M,Back & arm gashed but survived,N,UNKNOW,20.0
1933-06-16,1933.0,Unprovoked,USA,South Carolina,"Folly Island, near Charleston",Standing,F,Left calf bitten,N,UNKNOW,28.0
1931-08-25,1931.0,Unprovoked,CUBA,Havana Province,"Miramar subdivision, Havana",Swimming a quarter mile offshore,M,"FATAL, right leg bitten",Y,UNKNOW,23.0
1930-05-11,1930.0,Invalid,COSTA RICA,Limón Province,Off Porto Limon,Air disaster,M,Shark involvement prior to death was not confirmed,UNKNOWN,SHARK INVOLVEMENT PRIOR TO DEATH UNCONFIRMED,28.0
1930-01-01,1930.0,Sea Disaster,MAURITIUS,Unknow,Two miles from shore in Tamarind Bay,Swimming to shore after a squall  capsized their motorized shark fishing boat,M,Five men were said to have been killed by sharks,Y,UNKNOW,28.0
1929-02-18,1929.0,Unprovoked,AUSTRALIA,New South Wales,Maroubra Bay,Body surfing,M,"FATAL, both thighs lacerated, right foot, fingers and knee abraded, died of sepsis",Y,UNKNOW,20.0
1924-11-25,1924.0,Unprovoked,MEXICO,Tamaulipas,Tampico,The Ward liner Esperanza stranded during a gale & she leapt overboard to rescue her dog which had been swept overboard.,F,FATAL,Y,1.8 M SHARK,28.0
1923-06-16,1923.0,Watercraft,AUSTRALIA,New South Wales,Bellambi Reef,"After rowing skiff was holed by shark, he was attempting to swim ashore",M,"FATAL, taken by shark. Two other men drowned,  only 1 man survived",Y,UNKNOW,28.0
1912-02-22,1912.0,Provoked,AUSTRALIA,Western Australia,Bunbury,Hard hat diving,M,"No injury, shark nipped diving suit after he prodded the shark PROVOKED INCIDENT",N,UNKNOW,28.0
1912-01-13,1912.0,Unprovoked,FIJI,Viti Levu group,Beqa,Washed overboard,M,FATAL,Y,UNKNOW,7.0
1912-01-01,1912.0,Unprovoked,SPAIN,Balearics,Isla Cabrera,Fell into the water,M,FATAL,Y,WHITE SHARK,28.0
1910-03-31,1910.0,Unprovoked,PANAMA,Colón Province,Cristobal,Fell overboard from USS cruiser Tacoma,M,FATAL,Y,UNKNOW,28.0
1909-12-15,1909.0,Unprovoked,AUSTRALIA,New South Wales,20 miles off Sydney,Fell overboard,M,FATAL,Y,UNKNOW,28.0
1909-08-13,1909.0,Unprovoked,USA,Florida,"Pensacola Bay, Escambia County",Fell overboard from fishing schooner Halycon,M,FATAL,Y,UNKNOW,28.0
1909-07-15,1909.0,Unprovoked,USA,Florida,"Panama City, Bay County",Swimming,M,Hip & thigh lacerated,N,UNKNOW,16.0
1908-06-08,1908.0,Sea Disaster,USA,Georgia,Unknow,The British steamer Caribbee foundered,M,FATAL,Y,UNKNOW,28.0
1905-07-25,1905.0,Invalid,ITALY,Unknow,Naples,Surfing,M,"Body recovered from shark, probable drowning and scavenging",UNKNOWN,SHARK INVOLVEMENT PRIOR TO DEATH WAS NOT CONFIRMED,8.0
1904-09-01,1904.0,Unprovoked,CUBA,Havana Province,Havana Harbor,Lost his footing & fell overboard,M,"FATAL, left leg severed below knee, right leg severed above knee by a second shark",Y,UNKNOW,28.0
1902-11-01,1902.0,Unprovoked,USA,Texas,"Near Port Lavaca, Calhoun County",Fishing,M,Severe laceration to hand,N,UNKNOW,28.0
1902-06-02,1902.0,Unprovoked,PHILIPPINES,Zamboanga del Sur Province,"Near mouth of River Cumalarang, 5 miles from Port Isabela, Basilan Island",Surfing,M,"Nose hanging by a threat, prints of shark's teeth over entire right cheek",N,UNKNOW,28.0
1899-10-28,1899.0,Watercraft,AUSTRALIA,Victoria,"Governor's Reef, Port Phillip Bay",Fishing for squid,M,"No injury to occupants, shark bit boat",N,20' SHARK,28.0
1892-11-09,1892.0,Unprovoked,AUSTRALIA,Norfolk Island,Unknow,Fishing,M,Laceration to arm,N,UNKNOW,28.0
1890-06-26,1890.0,Unprovoked,CROATIA,Unknow,Fiume,Swimming,M,Legs severed,N,UNKNOW,28.0
1888-12-25,1888.0,Unprovoked,INDIAN OCEAN,Between Perth & Colombo,Unknow,Swimming,M,Foot severed,N,UNKNOW,28.0
1887-10-01,1887.0,Sea Disaster,BAHAMAS,Unknow,Unknow,"Sea disaster, wreck of the Alfred Watts",M,FATAL,Y,UNKNOW,28.0
1819-07-08,1819.0,Invalid,SPAIN,Unknow,Cadiz,Surfing,M,No injury / No attack,UNKNOWN,INVALID,28.0
2023-05-11,2023.0,Provoked,USA,Hawaii,"Kualoa, Oahu",Kayak fishing,M,"Shark bit kaysak, no inury to occupant",N,TIGER SHARK,28.0
2022-10-31,2022.0,Unprovoked,USA,California,"Otter Point, Pacific Grove",Surfing,M,Minor inury from shark's fin,N,UNKNOW,28.0
2022-07-04,2022.0,Unprovoked,JAPAN,Okinawa,Nago,Snorkeling,M,FATAL,Y,UNKNOW,60.0
2022-03-31,2022.0,Provoked,USA,Florida,"Lake Worth Beach, Palm Beach County",Fishing,M,Knee bitten                    PROVOKED INCIDENT,N,UNKNOW,50.0
2022-03-18,2022.0,Unprovoked,COLUMBIA,Isla De San Andres,La Piscinita,Swimming,M,FATAL,Y,TIGER SHARK,56.0
2022-03-15,2022.0,Unprovoked,AUSTRALIA,New South Wales,Crowdy Baay,Surfing,M,Lacerations and punctures to leg and foot,N,BULL SHARK,32.0
2022-02-11,2022.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Surfing,M,Puncture wounds to foot,N,UNKNOW,18.0
2020-12-08,2020.0,Unprovoked,USA,Hawaii,Honolua Bay,Surfing,M,FATAL,Y,TIGER SHARK. 14'3,56.0
2020-08-30,2020.0,Unprovoked,USA,South Carolina,"Folly Beach, Charleston County",Surfing,M,Injury to right foot and ankle,N,UNKNOW,12.0
2020-07-31,2020.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,F,Lacerations to foot,N,UNKNOW,22.0
2020-05-08,2020.0,Unprovoked,AUSTRALIA,Victoria,"Southside Beach, near Geelong",Surfing,M,Leg injured,N,UNKNOW,28.0
2019-11-22,2019.0,Unprovoked,ISRAEL,Unknow,Haifa,Snorkeling,M,"No injury, swim fin bitten",N,UNKNOW,28.0
2019-07-29,2019.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,3 lacerations to left hand,N,UNKNOW,18.0
2019-05-25,2019.0,Unprovoked,NEW CALEDONIA,Noumea,Port South Marina,Swimming,M,Leg severed,N,"BULL SHARK, 3.5 M",10.0
2019-03-22,2019.0,Unprovoked,USA,Florida,"Hobe Sound, Martin County",Surfing,M,Lacerations to foot,N,4' SHARK,46.0
2018-08-18,2018.0,Unprovoked,USA,North Carolina,"Atlantic Beach, Carteret  County",Surfing,M,Injury to right lower leg,N,UNKNOW,14.0
2018-08-09,2018.0,Unprovoked,USA,Texas,"Crystal Beach, Galveston  County",Spearfishing,M,Laceration to right leg above the knee,N,"SAID TO INVOLVE A BULL SHARK, 5' TO 6'",42.0
2018-07-11,2018.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Minor injury to foot,N,UNKNOW,14.0
2018-05-01,2018.0,Provoked,AUSTRALIA,Westerm Australia,Dugong Bay,Feeding sharks,F,Shallow lacerations to finger PROVOKED INCIDENT,N,"TAWNY NURSE SHARK, 2M",34.0
2018-04-15,2018.0,Unprovoked,AUSTRALIA,Western Australia,"Cobblestones, Margaret River Area",Surfing,M,Lacerations to legs,N,UNKNOW,37.0
2017-09-10,2017.0,Unprovoked,AUSTRALIA,New South Wales,Iluka Beach,Surfing,M,Minor lacerations to right hip,N,"WHITE SHARK, 3 TO 3.5M",35.0
2017-09-03,2017.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Dyer Island,"Swimming, poaching abalone",M,FATAL,Y,UNKNOW,28.0
2017-08-18,2017.0,Unprovoked,BAHAMAS,Unknow,Unknow,Spearfishing,M,Hand injured,N,5' SHARK,28.0
2017-07-29,2017.0,Unprovoked,USA,South Carolina,"DeBordieu Colony, Georgetown County",Surfing,F,Bite to left thigh / minor injury,N,UNKNOW,12.0
2016-12-14,2016.0,Unprovoked,AUSTRALIA,Western Australia,Trigg Beach,Free diving,M,Punctures to left foot/ankle,N,UNKNOW,61.0
2016-09-16,2016.0,Unprovoked,AUSTRALIA,Victoria,Bells Beach,Surfing,M,No injury: Knocked off board by shark,N,2 M SHARK,28.0
2016-03-11,2016.0,Unprovoked,USA,Florida,"Vero Beach, St. Lucie County",Body surfing,M,Lacerations to right foot and ankle,N,UNKNOW,19.0
2016-02-10,2016.0,Invalid,AUSTRALIA,Tasmania,Nettley Bay,Surfing,M,"No injury, knocked off board",UNKNOWN,NO SHARK INVOLVEMENT,28.0
2016-01-25,2016.0,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai,",Surfing,F,No injury,N,UNKNOW,15.0
2015-09-06,2015.0,Unprovoked,USA,California,"El Pescador Beach, Los Angeles County",Stand-Up Paddleboarding,F,"No injury, shark struck board, tossing her into the sea",N,"WHITE SHARK, 11' TO 12'",50.0
2014-12-28,2014.0,Sea Disaster,GREECE,Unknow,33 nautical miles off Othonoi Island,Surfing,M,"Of 9 bodies recovered, one was bitten by a shark",N,SHARK INVOLVEMENT PRIOR TO DEATH STILL TO BE DETERMINED,28.0
2014-11-13,2014.0,Unprovoked,USA,Hawaii,"Airplane Beach, Lahina, West Maui",Snorkeling,M,Laceration to left upper leg,N,1.5 M SHARK,53.0
2014-05-24,2014.0,Unprovoked,AUSTRALIA,Queensland,Nerang River near Chevron Island,Fell into the water,F,Lacerations to legs,N,"BULL SHARK, 1.2M",29.0
2013-09-21,2013.0,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Swimming,F,Lacerations to right foot,N,UNKNOW,45.0
2013-03-03,2013.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port St. John's,Swimming,M,Injuries to arms & hands,N,UNKNOW,39.0
2012-10-27,2012.0,Unprovoked,USA,Hawaii,"Makena Landing, Maui",Swimming,F,"Puncture wounds to thigh, defense wounds  to hand",N,"TIGER SHARK, 10' TO 12'",51.0
2012-08-31,2012.0,Provoked,SCOTLAND,Inner Hebrides,Off the Isle of Islay,Shark fishing,M,"No injury, shoe bitten by hooked and landed shark PROVOKED INCIDENT",N,"PORBEAGLE SHARK, 7'",53.0
2012-07-07,2012.0,Unprovoked,BAHAMAS,Eleuthera,Unknow,Spearfishing,M,Lacerations to right leg,N,UNKNOW,28.0
2012-06-18,2012.0,Unprovoked,USA,North Carolina,"Ocean Isle, Brunswick County",Wading,F,Numerous puncture wounds to leg,N,UNKNOW,6.0
2011-11-28,2011.0,Unprovoked,AUSTRALIA,Queensland,Peregian,Swimming,M,Puncture marks to foot,N,WOBBEGONG SHARK?,10.0
2011-10-10,2011.0,Unprovoked,USA,Oregon,Seaside,Surfing,M,No injury,N,10' TO 12' SHARK,28.0
2011-10-01,2011.0,Unprovoked,USA,Alabama,"Gulf Shores, Baldwin County",Surfing,M,Lacerations to right wrist and middle finger,N,UNKNOW,29.0
2011-08-17,2011.0,Unprovoked,USA,North Carolina,"Kure Beach, New Hanover County",Wading,F,Lacerations to foot,N,POSSIBLY A 5' TO 6' SANDTIGER SHARK,20.0
2011-07-31,2011.0,Invalid,BRAZIL,Pernambuco,Praia do Pina,Swimming,M,Cause of death may have been drowning; remains scavenged by sharks,UNKNOWN,SHARK INVOLVEMENT PRIOR TO DEATH NOT CONFIRMED,14.0
2010-03-10,2011.0,Invalid,EGYPT,South Sinai Peninsula,Sharm-el-Sheikh,Surfing,F,"Apparent drowning, and subsequent scavenging by 16' tiger shark",UNKNOWN,UNKNOW,28.0
2010-12-26,2010.0,Unprovoked,USA,Hawaii,"Kahului, Maui",Body boarding,M,"Lacerations to his lower left leg, calf, foot & ankle",N,6' SHARK,16.0
2010-12-11,2010.0,Unprovoked,USA,Hawaii,"Tavares Bay, Maui",Surfing,M,Lacerations to right foot,N,UNKNOW,46.0
2010-10-23,2010.0,Unprovoked,AUSTRALIA,Western Australia,Wedge Island,Kite Surfing,M,Lacerations to lower right leg,N,UNKNOW,14.0
2010-01-09,2010.0,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,Snorkeling,F,2 sets of minor lacerations below her right knee,N,"WHITETIP REEF SHARK, 1M",9.0
2010-01-05,2010.0,Unprovoked,SOUTH AFRICA,Eastern Province,"Nahoon, East London",Surfing,M,"No injury, reportedly knocked of his board by a shark",N,UNKNOW,28.0
2009-11-08,2009.0,Unprovoked,AUSTRALIA,South Australia,Second Valley,Kayaking,M,Ankle bitten,N,2 M SHARK,25.0
2009-09-13,2009.0,Provoked,BRAZIL,Pernambuco,"Piedade, Recife",Surfing,M,Cause of death was drowning; his remains were scavenged by sharks,Y,UNKNOW,34.0
2009-08-25,2009.0,Unprovoked,USA,California,"Terramar Beach, Carlsbad, San Diego County",Swimming,F,Puncture wounds to left foot & calf,N,"WHITE SHARK, 5' TO 6' JUVENILE",22.0
2009-08-06,2009.0,Unprovoked,USA,Hawaii,Kawa'a,Surfing,M,"No injury, surfboard bitten",N,"TIGER SHARK, 12",28.0
2009-03-16,2009.0,Provoked,AUSTRALIA,Western Australia,"The Natural Jetty, Rottnest Island",Wading,M,Thigh bitten when he trod on the shark PROVOKED INCIDENT,N,"WOBBEGONG SHARK, 60CM",21.0
2009-01-12,2009.0,Unprovoked,AUSTRALIA,New South Wales,"Windang,       Lake Illawara",Snorkeling,M,Puncture wounds to right calf,N,"DUSKY SHARK, 2M",24.0
2008-11-28,2008.0,Unprovoked,EGYPT,Red Sea,Elphinstone Reef,Scuba diving,F,Lacerations to fingers,N,OCEANIC WHITETIP SHARK,28.0
2008-04-17,2008.0,Invalid,AUSTRALIA,Queensland,"Duranbah, Greenmount Beach",Surfing,M,2 puncture wounds to leg,UNKNOWN,SHARK INVOLVEMENT NOT CONFIRMED; THOUGHT TO BE A BARRACUDA BITE,19.0
2007-11-08,2007.0,Unprovoked,AUSTRALIA,New South Wales,"Wategos Beach, Byon Bay",Surfing,M,"No injury, teethmarks in board & torn wetsuit",N,UNKNOW,28.0
2007-05-26,2007.0,Unprovoked,USA,South Carolina,Garden City,Wading,F,Lacerations to lower leg,N,UNKNOW,28.0
2007-05-24,2007.0,Provoked,USA,Virginia,"Virginia Aquarium & Marine Science Center, Virginia Beach",Reviving a sedated shark,F,Left shin bitten by captive shark PROVOKED INCIDENT,N,A 10-YEAR-OLD 94-POUND PREGNANT BLACKTIP REEF SHARK,40.0
2007-05-16,2007.0,Unprovoked,AUSTRALIA,Western Australia,"Warra Beach, Coral Bay",Wading,F,Left heel & calf bitten,N,2.5 M SHARK,38.0
2006-07-08,2006.0,Unprovoked,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Swimming,M,Right calf bitten,N,UNKNOW,13.0
2006-07-01,2006.0,Unprovoked,USA,Florida,"Florida Keys, Monroe County",Spearfishing,M,Minor injuries,N,1.8 M BLACKTIP REEF SHARK,35.0
